"LOCATION","Country","CRITERIA","Classification criteria","CUR","Measure","IND","Industry","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2007","2007","USD","US Dollar","0","Units",,,135013662,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2008","2008","USD","US Dollar","0","Units",,,117148876,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2009","2009","USD","US Dollar","0","Units",,,146520722,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2010","2010","USD","US Dollar","0","Units",,,159101639,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2011","2011","USD","US Dollar","0","Units",,,179901597,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2012","2012","USD","US Dollar","0","Units",,,185360535,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2013","2013","USD","US Dollar","0","Units",,,218341228,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2014","2014","USD","US Dollar","0","Units",,,224335770,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2015","2015","USD","US Dollar","0","Units",,,228344278,"E","Estimated value"
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2016","2016","USD","US Dollar","0","Units",,,262879410,,
"FRA","France","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2017","2017","USD","US Dollar","0","Units",,,272034778,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","1999","1999","USD","US Dollar","0","Units",,,84418217,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2000","2000","USD","US Dollar","0","Units",,,76918977,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2001","2001","USD","US Dollar","0","Units",,,69005435,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2002","2002","USD","US Dollar","0","Units",,,75920353,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2003","2003","USD","US Dollar","0","Units",,,79381458,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2004","2004","USD","US Dollar","0","Units",,,86033827,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2005","2005","USD","US Dollar","0","Units",,,91409148,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2006","2006","USD","US Dollar","0","Units",,,96019552,"E","Estimated value"
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2007","2007","USD","US Dollar","0","Units",,,112504071,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2008","2008","USD","US Dollar","0","Units",,,120672717,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2009","2009","USD","US Dollar","0","Units",,,161754374,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2010","2010","USD","US Dollar","0","Units",,,176761346,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2011","2011","USD","US Dollar","0","Units",,,159875413,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2012","2012","USD","US Dollar","0","Units",,,175675798,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2013","2013","USD","US Dollar","0","Units",,,185600097,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2014","2014","USD","US Dollar","0","Units",,,178038067,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2015","2015","USD","US Dollar","0","Units",,,192771839,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2016","2016","USD","US Dollar","0","Units",,,210202402,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2017","2017","USD","US Dollar","0","Units",,,226643289,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2018","2018","USD","US Dollar","0","Units",,,233327282,,
"DEU","Germany","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2019","2019","USD","US Dollar","0","Units",,,246173006,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","1999","1999","USD","US Dollar","0","Units",,,0,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2000","2000","USD","US Dollar","0","Units",,,0,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2001","2001","USD","US Dollar","0","Units",,,0,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2002","2002","USD","US Dollar","0","Units",,,0,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2003","2003","USD","US Dollar","0","Units",,,0,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2004","2004","USD","US Dollar","0","Units",,,0,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2005","2005","USD","US Dollar","0","Units",,,0,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2006","2006","USD","US Dollar","0","Units",,,0,"E","Estimated value"
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2007","2007","USD","US Dollar","0","Units",,,247102,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2008","2008","USD","US Dollar","0","Units",,,2169213,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2009","2009","USD","US Dollar","0","Units",,,2333654,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2010","2010","USD","US Dollar","0","Units",,,4527061,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2011","2011","USD","US Dollar","0","Units",,,4349620,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2012","2012","USD","US Dollar","0","Units",,,4547088,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2013","2013","USD","US Dollar","0","Units",,,5967726,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2014","2014","USD","US Dollar","0","Units",,,9445089,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2015","2015","USD","US Dollar","0","Units",,,12589794,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2016","2016","USD","US Dollar","0","Units",,,15851972,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2017","2017","USD","US Dollar","0","Units",,,8647694,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2018","2018","USD","US Dollar","0","Units",,,11753935,,
"ITA","Italy","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2019","2019","USD","US Dollar","0","Units",,,37225895,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","1999","1999","USD","US Dollar","0","Units",,,67731971,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2000","2000","USD","US Dollar","0","Units",,,68219701,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2001","2001","USD","US Dollar","0","Units",,,57483905,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2002","2002","USD","US Dollar","0","Units",,,27897911,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2003","2003","USD","US Dollar","0","Units",,,36753358,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2004","2004","USD","US Dollar","0","Units",,,36457972,"E","Estimated value"
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2005","2005","USD","US Dollar","0","Units",,,44206203,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2006","2006","USD","US Dollar","0","Units",,,50687487,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2007","2007","USD","US Dollar","0","Units",,,73712086,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2008","2008","USD","US Dollar","0","Units",,,28832869,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2009","2009","USD","US Dollar","0","Units",,,27122245,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2010","2010","USD","US Dollar","0","Units",,,41043935,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2011","2011","USD","US Dollar","0","Units",,,27621049,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2012","2012","USD","US Dollar","0","Units",,,17837625,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2013","2013","USD","US Dollar","0","Units",,,21193913,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2014","2014","USD","US Dollar","0","Units",,,18379057,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2015","2015","USD","US Dollar","0","Units",,,20692101,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2016","2016","USD","US Dollar","0","Units",,,24137718,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2017","2017","USD","US Dollar","0","Units",,,19409735,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2018","2018","USD","US Dollar","0","Units",,,24395481,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2019","2019","USD","US Dollar","0","Units",,,27218058,,
"JPN","Japan","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2020","2020","USD","US Dollar","0","Units",,,42937417,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","1999","1999","USD","US Dollar","0","Units",,,25027128,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2000","2000","USD","US Dollar","0","Units",,,29141709,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2001","2001","USD","US Dollar","0","Units",,,48665330,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2002","2002","USD","US Dollar","0","Units",,,14835083,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2003","2003","USD","US Dollar","0","Units",,,2854445,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2004","2004","USD","US Dollar","0","Units",,,14168096,"E","Estimated value"
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2005","2005","USD","US Dollar","0","Units",,,10765348,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2006","2006","USD","US Dollar","0","Units",,,15473647,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2007","2007","USD","US Dollar","0","Units",,,15419456,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2008","2008","USD","US Dollar","0","Units",,,26100971,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2009","2009","USD","US Dollar","0","Units",,,24668621,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2010","2010","USD","US Dollar","0","Units",,,30945609,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2011","2011","USD","US Dollar","0","Units",,,42326942,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2012","2012","USD","US Dollar","0","Units",,,31152645,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2013","2013","USD","US Dollar","0","Units",,,30151375,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2014","2014","USD","US Dollar","0","Units",,,32955295,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2015","2015","USD","US Dollar","0","Units",,,36447587,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2016","2016","USD","US Dollar","0","Units",,,47490149,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2017","2017","USD","US Dollar","0","Units",,,42131511,,
"KOR","Korea","MA","Main activity","USDPPP","PPP dollars - current prices","D01T03","AGRICULTURE, FORESTRY AND FISHING","2018","2018","USD","US Dollar","0","Units",,,97622871,,
